Date,Time,date_time,air_temp,relative_humidity,wind_speed
12/31/22,16:51,2022-12-31 16:51:00,57.92,100,10.36
12/31/22,17:51,2022-12-31 17:51:00,57.92,100,12.66
12/31/22,18:41,2022-12-31 18:41:00,57.92,100,11.51
12/31/22,18:51,2022-12-31 18:51:00,57.92,100,13.81
12/31/22,19:35,2022-12-31 19:35:00,57.2,100,12.66
12/31/22,19:44,2022-12-31 19:44:00,57.92,100,12.66
12/31/22,19:51,2022-12-31 19:51:00,57.92,100,13.81
12/31/22,20:05,2022-12-31 20:05:00,57.2,100,14.96
12/31/22,20:13,2022-12-31 20:13:00,57.92,100,11.51
12/31/22,20:51,2022-12-31 20:51:00,57.92,100,16.11
12/31/22,21:35,2022-12-31 21:35:00,57.2,100,14.96
12/31/22,21:51,2022-12-31 21:51:00,57.92,100,16.11
12/31/22,21:58,2022-12-31 21:58:00,57.92,100,13.81
12/31/22,22:05,2022-12-31 22:05:00,57.2,100,12.66
12/31/22,22:12,2022-12-31 22:12:00,57.92,100,9.21
12/31/22,22:20,2022-12-31 22:20:00,57.2,100,17.26
12/31/22,22:30,2022-12-31 22:30:00,57.2,100,18.41
12/31/22,22:41,2022-12-31 22:41:00,57.02,100,17.26
12/31/22,22:51,2022-12-31 22:51:00,57.02,100,20.71
12/31/22,23:07,2022-12-31 23:07:00,57.02,96.17,20.71
12/31/22,23:34,2022-12-31 23:34:00,55.04,93.03,25.32
12/31/22,23:51,2022-12-31 23:51:00,55.04,93.03,25.32
01/01/23,00:51,2023-01-01 00:51:00,55.04,89.41,20.71
01/01/23,01:51,2023-01-01 01:51:00,53.96,83.02,21.86
01/01/23,02:51,2023-01-01 02:51:00,55.04,77.17,17.26
01/01/23,03:51,2023-01-01 03:51:00,55.04,77.17,19.56
01/01/23,04:51,2023-01-01 04:51:00,55.04,79.81,23.02
01/01/23,05:51,2023-01-01 05:51:00,53.96,83.02,24.17
01/01/23,06:51,2023-01-01 06:51:00,53.96,83.02,25.32
01/01/23,07:51,2023-01-01 07:51:00,53.96,86.42,29.92
01/01/23,08:51,2023-01-01 08:51:00,55.94,74.69,25.32
01/01/23,09:51,2023-01-01 09:51:00,57.02,74.3,25.32
01/01/23,10:51,2023-01-01 10:51:00,57.92,71.93,28.77
01/01/23,11:51,2023-01-01 11:51:00,59,69.2,32.22
01/01/23,12:51,2023-01-01 12:51:00,60.08,66.59,24.17
01/01/23,13:51,2023-01-01 13:51:00,59,69.2,25.32
01/01/23,14:51,2023-01-01 14:51:00,57.92,74.88,27.62
01/01/23,15:51,2023-01-01 15:51:00,57.02,77.35,23.02
01/01/23,16:51,2023-01-01 16:51:00,55.94,77.25,26.47
01/01/23,17:51,2023-01-01 17:51:00,55.04,77.17,20.71
01/01/23,18:51,2023-01-01 18:51:00,55.04,77.17,18.41
01/01/23,19:51,2023-01-01 19:51:00,53.06,82.95,12.66
01/01/23,20:51,2023-01-01 20:51:00,53.06,79.65,16.11
01/01/23,21:51,2023-01-01 21:51:00,51.98,80.11,0
01/01/23,22:51,2023-01-01 22:51:00,50,79.95,3.45
01/01/23,23:51,2023-01-01 23:51:00,46.04,92.75,4.6
01/02/23,00:51,2023-01-02 00:51:00,46.04,88.99,5.75
01/02/23,01:51,2023-01-02 01:51:00,46.04,82.46,0
01/02/23,02:51,2023-01-02 02:51:00,44.96,82.38,6.91
01/02/23,03:51,2023-01-02 03:51:00,44.06,85.25,9.21
01/02/23,04:51,2023-01-02 04:51:00,44.96,79.54,3.45
01/02/23,05:51,2023-01-02 05:51:00,44.96,79.54,6.91
01/02/23,06:51,2023-01-02 06:51:00,44.06,82.31,4.6
01/02/23,07:51,2023-01-02 07:51:00,44.96,79.54,3.45
01/02/23,08:51,2023-01-02 08:51:00,50,68.16,8.06
01/02/23,09:51,2023-01-02 09:51:00,53.06,63.48,3.45
01/02/23,10:51,2023-01-02 10:51:00,53.96,61.43,0
01/02/23,11:51,2023-01-02 11:51:00,55.04,59.06,0
01/02/23,12:51,2023-01-02 12:51:00,55.04,63.74,3.45
01/02/23,13:51,2023-01-02 13:51:00,53.96,74.5,10.36
01/02/23,14:51,2023-01-02 14:51:00,55.04,71.62,9.21
01/02/23,15:51,2023-01-02 15:51:00,53.96,83.02,5.75
01/02/23,16:51,2023-01-02 16:51:00,53.06,92.97,0
01/02/23,17:51,2023-01-02 17:51:00,51.98,96.73,8.06
01/02/23,18:51,2023-01-02 18:51:00,51.08,96.07,6.91
01/02/23,19:51,2023-01-02 19:51:00,51.08,92.29,6.91
01/02/23,19:59,2023-01-02 19:59:00,51.08,87.48,9.21
01/02/23,20:06,2023-01-02 20:06:00,51.08,87.48,10.36
01/02/23,20:51,2023-01-02 20:51:00,50,96.06,8.06
01/02/23,21:51,2023-01-02 21:51:00,50,92.87,5.75
01/02/23,22:51,2023-01-02 22:51:00,50,92.87,10.36
01/02/23,23:51,2023-01-02 23:51:00,50,92.87,10.36
01/03/23,00:51,2023-01-03 00:51:00,48.92,96.69,8.06
01/03/23,01:51,2023-01-03 01:51:00,48.92,96.69,12.66
01/03/23,02:51,2023-01-03 02:51:00,48.92,96.69,9.21
01/03/23,03:51,2023-01-03 03:51:00,50,92.87,8.06
01/03/23,04:06,2023-01-03 04:06:00,50,93.5,9.21
01/03/23,04:51,2023-01-03 04:51:00,51.08,89.23,13.81
01/03/23,05:51,2023-01-03 05:51:00,51.08,89.23,12.66
01/03/23,06:02,2023-01-03 06:02:00,51.08,87.48,11.51
01/03/23,06:51,2023-01-03 06:51:00,51.08,89.23,11.51
01/03/23,07:51,2023-01-03 07:51:00,51.08,92.29,8.06
01/03/23,08:51,2023-01-03 08:51:00,53.06,89.32,12.66
01/03/23,09:51,2023-01-03 09:51:00,55.04,89.41,12.66
01/03/23,10:51,2023-01-03 10:51:00,57.02,83.23,11.51
01/03/23,11:51,2023-01-03 11:51:00,59,80.66,10.36
01/03/23,12:51,2023-01-03 12:51:00,60.08,77.61,11.51
01/03/23,13:51,2023-01-03 13:51:00,60.08,77.61,10.36
01/03/23,14:51,2023-01-03 14:51:00,60.08,77.61,10.36
01/03/23,15:51,2023-01-03 15:51:00,60.08,80.21,8.06
01/03/23,16:51,2023-01-03 16:51:00,57.92,86.65,10.36
01/03/23,17:51,2023-01-03 17:51:00,57.92,86.65,5.75
01/03/23,18:51,2023-01-03 18:51:00,57.02,86.6,9.21
01/03/23,19:51,2023-01-03 19:51:00,57.02,89.49,8.06
01/03/23,20:49,2023-01-03 20:49:00,57.2,87.75,8.06
01/03/23,20:51,2023-01-03 20:51:00,57.92,86.65,9.21
01/03/23,21:51,2023-01-03 21:51:00,57.92,86.65,9.21
01/03/23,22:01,2023-01-03 22:01:00,57.92,87.75,8.06
01/03/23,22:20,2023-01-03 22:20:00,57.2,87.75,6.91
01/03/23,22:51,2023-01-03 22:51:00,59,83.36,9.21
01/03/23,23:51,2023-01-03 23:51:00,57.92,86.65,9.21
01/04/23,00:51,2023-01-04 00:51:00,57.92,90.12,8.06
01/04/23,01:33,2023-01-04 01:33:00,57.92,93.7,11.51
01/04/23,01:51,2023-01-04 01:51:00,57.92,90.12,9.21
01/04/23,02:32,2023-01-04 02:32:00,57.92,93.7,9.21
01/04/23,02:49,2023-01-04 02:49:00,57.2,93.7,11.51
01/04/23,02:51,2023-01-04 02:51:00,57.92,90.12,11.51
01/04/23,03:00,2023-01-04 03:00:00,57.2,93.7,10.36
01/04/23,03:51,2023-01-04 03:51:00,59,86.7,11.51
01/04/23,04:51,2023-01-04 04:51:00,59,86.7,9.21
01/04/23,05:07,2023-01-04 05:07:00,59,87.85,9.21
01/04/23,05:51,2023-01-04 05:51:00,59,86.7,5.75
01/04/23,06:51,2023-01-04 06:51:00,57.92,93.11,5.75
01/04/23,07:51,2023-01-04 07:51:00,59,89.58,6.91
01/04/23,07:58,2023-01-04 07:58:00,59,87.85,6.91
01/04/23,08:51,2023-01-04 08:51:00,60.08,89.63,10.36
01/04/23,09:51,2023-01-04 09:51:00,62.06,83.56,11.51
01/04/23,09:53,2023-01-04 09:53:00,62.06,82.52,16.11
01/04/23,10:06,2023-01-04 10:06:00,62.96,82.52,11.51
01/04/23,10:51,2023-01-04 10:51:00,62.06,80.37,13.81
01/04/23,11:14,2023-01-04 11:14:00,60.98,87.94,12.66
01/04/23,11:51,2023-01-04 11:51:00,60.08,96.23,9.21
01/04/23,11:59,2023-01-04 11:59:00,60.08,96.23,11.51
01/04/23,12:20,2023-01-04 12:20:00,60.8,100,12.66
01/04/23,12:51,2023-01-04 12:51:00,60.08,100,12.66
01/04/23,13:18,2023-01-04 13:18:00,60.08,100,9.21
01/04/23,13:40,2023-01-04 13:40:00,60.8,100,13.81
01/04/23,13:48,2023-01-04 13:48:00,60.8,100,12.66
01/04/23,13:51,2023-01-04 13:51:00,60.08,100,11.51
01/04/23,14:29,2023-01-04 14:29:00,59,100,11.51
01/04/23,14:51,2023-01-04 14:51:00,59,100,13.81
01/04/23,15:44,2023-01-04 15:44:00,57.92,100,10.36
01/04/23,15:51,2023-01-04 15:51:00,57.92,100,10.36
01/04/23,16:12,2023-01-04 16:12:00,57.92,100,11.51
01/04/23,16:19,2023-01-04 16:19:00,57.92,100,9.21
01/04/23,16:48,2023-01-04 16:48:00,57.2,100,9.21
01/04/23,16:51,2023-01-04 16:51:00,57.02,100,6.91
01/04/23,17:28,2023-01-04 17:28:00,57.02,100,5.75
01/04/23,17:39,2023-01-04 17:39:00,57.02,100,6.91
01/04/23,17:51,2023-01-04 17:51:00,57.92,96.82,5.75
01/04/23,18:51,2023-01-04 18:51:00,57.02,100,8.06
01/04/23,19:51,2023-01-04 19:51:00,57.92,90.12,5.75
01/04/23,20:51,2023-01-04 20:51:00,57.92,90.12,12.66
01/04/23,21:51,2023-01-04 21:51:00,59,80.66,12.66
01/04/23,22:51,2023-01-04 22:51:00,59,80.66,11.51
01/04/23,23:51,2023-01-04 23:51:00,55.94,93.05,10.36
01/05/23,00:09,2023-01-05 00:09:00,55.94,96.79,8.06
01/05/23,00:34,2023-01-05 00:34:00,55.94,96.79,10.36
01/05/23,00:51,2023-01-05 00:51:00,55.94,96.79,12.66
01/05/23,01:22,2023-01-05 01:22:00,55.04,100,8.06
01/05/23,01:33,2023-01-05 01:33:00,55.04,100,9.21
01/05/23,01:40,2023-01-05 01:40:00,55.4,100,11.51
01/05/23,01:51,2023-01-05 01:51:00,55.04,100,8.06
01/05/23,02:10,2023-01-05 02:10:00,55.04,100,6.91
01/05/23,02:22,2023-01-05 02:22:00,55.04,100,5.75
01/05/23,02:27,2023-01-05 02:27:00,55.04,100,4.6
01/05/23,02:40,2023-01-05 02:40:00,55.4,100,13.81
01/05/23,02:47,2023-01-05 02:47:00,55.4,100,14.96
01/05/23,02:51,2023-01-05 02:51:00,55.94,96.79,14.96
01/05/23,03:23,2023-01-05 03:23:00,55.94,100,10.36
01/05/23,03:38,2023-01-05 03:38:00,55.04,100,9.21
01/05/23,03:51,2023-01-05 03:51:00,55.04,100,9.21
01/05/23,04:03,2023-01-05 04:03:00,55.04,100,8.06
01/05/23,04:24,2023-01-05 04:24:00,55.04,100,6.91
01/05/23,04:43,2023-01-05 04:43:00,55.04,100,9.21
01/05/23,04:51,2023-01-05 04:51:00,55.04,100,6.91
01/05/23,05:30,2023-01-05 05:30:00,55.4,100,18.41
01/05/23,05:44,2023-01-05 05:44:00,55.94,100,14.96
01/05/23,05:51,2023-01-05 05:51:00,55.94,100,11.51
01/05/23,06:44,2023-01-05 06:44:00,57.02,100,11.51
01/05/23,06:51,2023-01-05 06:51:00,57.02,100,14.96
01/05/23,07:51,2023-01-05 07:51:00,57.92,96.82,12.66
01/05/23,08:49,2023-01-05 08:49:00,57.2,100,8.06
01/05/23,08:51,2023-01-05 08:51:00,57.92,100,9.21
01/05/23,09:51,2023-01-05 09:51:00,60.08,92.58,10.36
01/05/23,10:51,2023-01-05 10:51:00,60.98,93.2,8.06
01/05/23,11:51,2023-01-05 11:51:00,60.98,83.49,10.36
01/05/23,12:51,2023-01-05 12:51:00,60.98,83.49,13.81
01/05/23,13:51,2023-01-05 13:51:00,57.92,80.58,9.21
01/05/23,14:51,2023-01-05 14:51:00,57.92,83.84,10.36
01/05/23,15:51,2023-01-05 15:51:00,59,83.36,18.41
01/05/23,16:51,2023-01-05 16:51:00,55.94,93.05,13.81
01/05/23,17:51,2023-01-05 17:51:00,55.04,86.49,12.66
01/05/23,18:51,2023-01-05 18:51:00,53.96,86.42,10.36
01/05/23,19:51,2023-01-05 19:51:00,55.04,89.41,9.21
01/05/23,20:51,2023-01-05 20:51:00,53.06,82.95,10.36
01/05/23,21:51,2023-01-05 21:51:00,53.06,82.95,5.75
01/05/23,22:51,2023-01-05 22:51:00,50,92.87,5.75
01/05/23,23:51,2023-01-05 23:51:00,48.02,92.81,3.45
01/06/23,00:09,2023-01-06 00:09:00,48.02,93.45,5.75
01/06/23,00:30,2023-01-06 00:30:00,48.2,93.45,5.75
01/06/23,00:51,2023-01-06 00:51:00,46.94,92.78,0
01/06/23,01:51,2023-01-06 01:51:00,46.04,95.99,6.91
01/06/23,02:51,2023-01-06 02:51:00,46.04,95.99,3.45
01/06/23,03:51,2023-01-06 03:51:00,46.04,92.75,8.06
01/06/23,04:51,2023-01-06 04:51:00,46.04,88.99,10.36
01/06/23,05:51,2023-01-06 05:51:00,46.04,88.99,8.06
01/06/23,06:51,2023-01-06 06:51:00,46.04,85.97,6.91
01/06/23,07:51,2023-01-06 07:51:00,46.94,83.1,10.36
01/06/23,08:51,2023-01-06 08:51:00,51.08,73.7,9.21
01/06/23,09:51,2023-01-06 09:51:00,55.04,66.43,3.45
01/06/23,10:51,2023-01-06 10:51:00,59,53.39,4.6
01/06/23,11:51,2023-01-06 11:51:00,57.92,69.55,6.91
01/06/23,12:51,2023-01-06 12:51:00,59,64.25,5.75
01/06/23,13:51,2023-01-06 13:51:00,57.92,69.55,11.51
01/06/23,14:51,2023-01-06 14:51:00,57.92,66.78,8.06
01/06/23,15:51,2023-01-06 15:51:00,57.02,68.98,3.45
01/06/23,16:51,2023-01-06 16:51:00,55.04,83.09,4.6
01/06/23,17:51,2023-01-06 17:51:00,53.96,86.42,4.6
01/06/23,18:51,2023-01-06 18:51:00,51.98,89.27,10.36
01/06/23,19:51,2023-01-06 19:51:00,51.98,89.27,0
01/06/23,20:51,2023-01-06 20:51:00,48.92,92.84,5.75
01/06/23,21:51,2023-01-06 21:51:00,50,86.2,8.06
01/06/23,22:51,2023-01-06 22:51:00,51.08,76.81,9.21
01/06/23,23:51,2023-01-06 23:51:00,50,74.1,6.91
01/07/23,00:51,2023-01-07 00:51:00,51.08,71.19,6.91
01/07/23,01:51,2023-01-07 01:51:00,51.98,66.05,8.06
01/07/23,02:51,2023-01-07 02:51:00,51.98,66.05,8.06
01/07/23,03:51,2023-01-07 03:51:00,51.98,66.05,9.21
01/07/23,04:51,2023-01-07 04:51:00,,,
01/07/23,05:51,2023-01-07 05:51:00,,,
01/07/23,06:51,2023-01-07 06:51:00,,,
01/07/23,07:51,2023-01-07 07:51:00,,,
01/07/23,08:51,2023-01-07 08:51:00,,,
01/07/23,09:51,2023-01-07 09:51:00,,,
01/07/23,10:51,2023-01-07 10:51:00,60.98,51.51,4.6
01/07/23,11:51,2023-01-07 11:51:00,,,
01/07/23,12:51,2023-01-07 12:51:00,60.98,59.88,5.75
01/07/23,13:51,2023-01-07 13:51:00,60.08,72.16,5.75
01/07/23,14:51,2023-01-07 14:51:00,60.98,72.25,5.75
01/07/23,15:51,2023-01-07 15:51:00,62.96,53.98,5.75
01/07/23,16:51,2023-01-07 16:51:00,59,77.52,5.75
01/07/23,17:51,2023-01-07 17:51:00,57.02,89.49,3.45
01/07/23,18:51,2023-01-07 18:51:00,55.04,96.14,3.45
01/07/23,19:51,2023-01-07 19:51:00,51.98,100,3.45
01/07/23,20:51,2023-01-07 20:51:00,51.98,86.31,4.6
01/07/23,21:51,2023-01-07 21:51:00,,,
01/07/23,22:51,2023-01-07 22:51:00,,,
01/07/23,23:51,2023-01-07 23:51:00,,,
01/08/23,00:51,2023-01-08 00:51:00,,,
01/08/23,01:51,2023-01-08 01:51:00,,,
01/08/23,02:51,2023-01-08 02:51:00,,,
01/08/23,03:51,2023-01-08 03:51:00,,,
01/08/23,04:51,2023-01-08 04:51:00,,,
01/08/23,05:51,2023-01-08 05:51:00,,,
01/08/23,06:51,2023-01-08 06:51:00,50,76.71,4.6
01/08/23,06:58,2023-01-08 06:58:00,,,
01/08/23,07:05,2023-01-08 07:05:00,51.8,71.27,4.6
01/08/23,07:51,2023-01-08 07:51:00,51.98,66.05,4.6
01/08/23,08:51,2023-01-08 08:51:00,53.96,66.3,4.6
01/08/23,09:51,2023-01-08 09:51:00,55.04,68.75,4.6
01/08/23,10:51,2023-01-08 10:51:00,60.98,51.51,4.6
01/08/23,11:51,2023-01-08 11:51:00,62.06,51.67,4.6
01/08/23,12:51,2023-01-08 12:51:00,62.06,45.94,4.6
01/08/23,13:51,2023-01-08 13:51:00,62.06,57.64,6.91
01/08/23,14:51,2023-01-08 14:51:00,60.98,57.88,8.06
01/08/23,15:51,2023-01-08 15:51:00,60.08,66.59,5.75
01/08/23,16:51,2023-01-08 16:51:00,59,74.99,4.6
01/08/23,17:51,2023-01-08 17:51:00,57.02,77.35,4.6
01/08/23,18:51,2023-01-08 18:51:00,55.94,90.04,4.6
01/08/23,19:51,2023-01-08 19:51:00,53.96,96.76,6.91
01/08/23,20:00,2023-01-08 20:00:00,53.6,100,5.75
01/08/23,20:11,2023-01-08 20:11:00,53.96,100,6.91
01/08/23,20:51,2023-01-08 20:51:00,53.96,100,10.36
01/08/23,21:10,2023-01-08 21:10:00,53.6,100,10.36
01/08/23,21:51,2023-01-08 21:51:00,53.06,100,11.51
01/08/23,22:04,2023-01-08 22:04:00,53.06,100,9.21
01/08/23,22:51,2023-01-08 22:51:00,51.98,100,13.81
01/08/23,23:06,2023-01-08 23:06:00,51.98,100,13.81
01/08/23,23:17,2023-01-08 23:17:00,51.98,100,12.66
01/08/23,23:36,2023-01-08 23:36:00,51.98,100,14.96
01/08/23,23:51,2023-01-08 23:51:00,51.98,100,13.81
01/09/23,00:01,2023-01-09 00:01:00,51.98,100,11.51
01/09/23,00:13,2023-01-09 00:13:00,51.98,100,12.66
01/09/23,00:28,2023-01-09 00:28:00,51.98,100,13.81
01/09/23,00:51,2023-01-09 00:51:00,51.98,100,11.51
01/09/23,00:58,2023-01-09 00:58:00,51.98,100,12.66
01/09/23,01:18,2023-01-09 01:18:00,51.98,100,12.66
01/09/23,01:28,2023-01-09 01:28:00,51.98,100,10.36
01/09/23,01:51,2023-01-09 01:51:00,53.06,100,12.66
01/09/23,01:55,2023-01-09 01:55:00,53.6,100,9.21
01/09/23,02:11,2023-01-09 02:11:00,53.06,100,6.91
01/09/23,02:23,2023-01-09 02:23:00,53.06,100,9.21
01/09/23,02:33,2023-01-09 02:33:00,53.06,100,9.21
01/09/23,02:51,2023-01-09 02:51:00,53.06,100,3.45
01/09/23,03:51,2023-01-09 03:51:00,53.06,100,4.6
01/09/23,04:21,2023-01-09 04:21:00,53.06,100,0
01/09/23,04:38,2023-01-09 04:38:00,53.06,100,0
01/09/23,04:46,2023-01-09 04:46:00,53.6,100,0
01/09/23,04:51,2023-01-09 04:51:00,53.06,100,3.45
01/09/23,05:06,2023-01-09 05:06:00,53.06,100,0
01/09/23,05:51,2023-01-09 05:51:00,53.06,100,6.91
01/09/23,06:51,2023-01-09 06:51:00,53.96,100,5.75
01/09/23,07:51,2023-01-09 07:51:00,57.02,100,9.21
01/09/23,08:16,2023-01-09 08:16:00,57.02,100,11.51
01/09/23,08:23,2023-01-09 08:23:00,57.02,100,10.36
01/09/23,08:51,2023-01-09 08:51:00,57.02,100,12.66
01/09/23,08:53,2023-01-09 08:53:00,57.02,100,13.81
01/09/23,09:51,2023-01-09 09:51:00,57.02,100,11.51
01/09/23,10:07,2023-01-09 10:07:00,57.02,100,12.66
01/09/23,10:51,2023-01-09 10:51:00,57.92,100,14.96
01/09/23,11:49,2023-01-09 11:49:00,59,100,11.51
01/09/23,11:51,2023-01-09 11:51:00,59,100,13.81
01/09/23,12:33,2023-01-09 12:33:00,59,100,10.36
01/09/23,12:51,2023-01-09 12:51:00,59,100,16.11
01/09/23,13:51,2023-01-09 13:51:00,59,100,11.51
01/09/23,14:20,2023-01-09 14:20:00,59,100,17.26
01/09/23,14:35,2023-01-09 14:35:00,59,100,14.96
01/09/23,14:44,2023-01-09 14:44:00,59,100,11.51
01/09/23,14:51,2023-01-09 14:51:00,59,100,12.66
01/09/23,15:07,2023-01-09 15:07:00,59,100,13.81
01/09/23,15:40,2023-01-09 15:40:00,59,100,12.66
01/09/23,15:51,2023-01-09 15:51:00,59,100,10.36
01/09/23,15:54,2023-01-09 15:54:00,59,100,12.66
01/09/23,16:09,2023-01-09 16:09:00,59,100,14.96
01/09/23,16:51,2023-01-09 16:51:00,59,100,13.81
01/09/23,16:59,2023-01-09 16:59:00,59,100,14.96
01/09/23,17:04,2023-01-09 17:04:00,59,100,17.26
01/09/23,17:14,2023-01-09 17:14:00,59,100,16.11
01/09/23,17:29,2023-01-09 17:29:00,59,100,12.66
01/09/23,17:51,2023-01-09 17:51:00,59,100,13.81
01/09/23,18:03,2023-01-09 18:03:00,59,100,14.96
01/09/23,18:11,2023-01-09 18:11:00,59,100,11.51
01/09/23,18:34,2023-01-09 18:34:00,60.08,100,14.96
01/09/23,18:36,2023-01-09 18:36:00,60.08,100,12.66
01/09/23,18:51,2023-01-09 18:51:00,60.08,100,11.51
01/09/23,19:51,2023-01-09 19:51:00,60.08,100,13.81
01/09/23,20:30,2023-01-09 20:30:00,60.8,100,11.51
01/09/23,20:47,2023-01-09 20:47:00,60.8,100,13.81
01/09/23,20:51,2023-01-09 20:51:00,60.08,100,17.26
01/09/23,21:51,2023-01-09 21:51:00,59,100,11.51
01/09/23,22:51,2023-01-09 22:51:00,60.08,100,11.51
01/09/23,23:51,2023-01-09 23:51:00,60.08,100,10.36
01/10/23,00:51,2023-01-10 00:51:00,60.08,100,11.51
01/10/23,01:26,2023-01-10 01:26:00,60.08,100,6.91
01/10/23,01:51,2023-01-10 01:51:00,60.08,100,10.36
01/10/23,01:59,2023-01-10 01:59:00,60.08,100,8.06
01/10/23,02:06,2023-01-10 02:06:00,60.08,100,9.21
01/10/23,02:13,2023-01-10 02:13:00,60.08,100,9.21
01/10/23,02:20,2023-01-10 02:20:00,60.8,100,6.91
01/10/23,02:32,2023-01-10 02:32:00,60.08,100,6.91
01/10/23,02:48,2023-01-10 02:48:00,60.8,100,5.75
01/10/23,02:51,2023-01-10 02:51:00,60.08,100,9.21
01/10/23,03:51,2023-01-10 03:51:00,59,100,6.91
01/10/23,04:51,2023-01-10 04:51:00,59,100,8.06
01/10/23,05:12,2023-01-10 05:12:00,59,100,8.06
01/10/23,05:51,2023-01-10 05:51:00,59,100,10.36
01/10/23,06:03,2023-01-10 06:03:00,60.08,100,9.21
01/10/23,06:51,2023-01-10 06:51:00,60.08,100,10.36
01/10/23,07:51,2023-01-10 07:51:00,57.92,96.82,23.02
01/10/23,07:56,2023-01-10 07:56:00,53.96,96.76,17.26
01/10/23,08:17,2023-01-10 08:17:00,53.96,100,17.26
01/10/23,08:24,2023-01-10 08:24:00,53.06,100,13.81
01/10/23,08:35,2023-01-10 08:35:00,53.6,100,14.96
01/10/23,08:48,2023-01-10 08:48:00,53.6,100,14.96
01/10/23,08:51,2023-01-10 08:51:00,53.96,96.76,14.96
01/10/23,09:00,2023-01-10 09:00:00,53.6,100,9.21
01/10/23,09:51,2023-01-10 09:51:00,53.96,93,6.91
01/10/23,09:58,2023-01-10 09:58:00,53.96,93.6,6.91
01/10/23,10:51,2023-01-10 10:51:00,55.94,90.04,5.75
01/10/23,11:51,2023-01-10 11:51:00,57.02,86.6,6.91
01/10/23,12:51,2023-01-10 12:51:00,57.02,86.6,6.91
01/10/23,13:51,2023-01-10 13:51:00,59,83.36,11.51
01/10/23,14:51,2023-01-10 14:51:00,57.92,86.65,16.11
01/10/23,15:51,2023-01-10 15:51:00,57.92,80.58,16.11
01/10/23,16:51,2023-01-10 16:51:00,57.02,80.51,12.66
01/10/23,17:51,2023-01-10 17:51:00,55.94,80.42,10.36
01/10/23,18:51,2023-01-10 18:51:00,55.94,83.71,8.06
01/10/23,19:51,2023-01-10 19:51:00,55.94,86.54,8.06
01/10/23,20:51,2023-01-10 20:51:00,53.06,92.97,5.75
01/10/23,21:51,2023-01-10 21:51:00,53.96,93,0
01/10/23,22:51,2023-01-10 22:51:00,53.96,93,0
01/10/23,23:30,2023-01-10 23:30:00,53.6,93.6,0
01/10/23,23:51,2023-01-10 23:51:00,51.98,96.73,4.6
01/11/23,00:11,2023-01-11 00:11:00,51.98,100,4.6
01/11/23,00:51,2023-01-11 00:51:00,51.98,96.73,0
01/11/23,01:51,2023-01-11 01:51:00,50,96.06,3.45
01/11/23,02:51,2023-01-11 02:51:00,48.92,96.69,3.45
01/11/23,03:51,2023-01-11 03:51:00,48.02,92.81,5.75
01/11/23,04:51,2023-01-11 04:51:00,48.02,92.81,6.91
01/11/23,05:29,2023-01-11 05:29:00,48.02,93.45,8.06
01/11/23,05:38,2023-01-11 05:38:00,48.02,93.45,8.06
01/11/23,05:46,2023-01-11 05:46:00,48.2,93.45,6.91
01/11/23,05:51,2023-01-11 05:51:00,48.02,92.81,8.06
01/11/23,06:43,2023-01-11 06:43:00,48.02,89.09,8.06
01/11/23,06:51,2023-01-11 06:51:00,48.02,89.09,8.06
01/11/23,07:51,2023-01-11 07:51:00,48.92,86.14,6.91
01/11/23,08:51,2023-01-11 08:51:00,50,86.2,6.91
01/11/23,09:51,2023-01-11 09:51:00,53.96,77.07,9.21
01/11/23,10:51,2023-01-11 10:51:00,55.94,74.69,8.06
01/11/23,11:51,2023-01-11 11:51:00,59,72.04,8.06
01/11/23,12:51,2023-01-11 12:51:00,60.08,69.32,3.45
01/11/23,13:51,2023-01-11 13:51:00,59,77.52,8.06
01/11/23,14:51,2023-01-11 14:51:00,57.92,80.58,6.91
01/11/23,15:51,2023-01-11 15:51:00,57.02,86.6,4.6
01/11/23,16:51,2023-01-11 16:51:00,57.02,86.6,0
01/11/23,17:51,2023-01-11 17:51:00,55.94,90.04,0
01/11/23,18:51,2023-01-11 18:51:00,53.06,96.11,0
01/11/23,19:32,2023-01-11 19:32:00,51.98,100,4.6
01/11/23,19:51,2023-01-11 19:51:00,51.98,100,4.6
01/11/23,20:08,2023-01-11 20:08:00,53.06,93.6,3.45
01/11/23,20:51,2023-01-11 20:51:00,51.98,96.73,0
01/11/23,21:51,2023-01-11 21:51:00,51.08,100,0
01/11/23,22:51,2023-01-11 22:51:00,50,100,4.6
01/11/23,23:51,2023-01-11 23:51:00,50,96.06,5.75
01/12/23,00:51,2023-01-12 00:51:00,51.08,85.68,5.75
01/12/23,01:51,2023-01-12 01:51:00,51.08,79.49,4.6
01/12/23,02:51,2023-01-12 02:51:00,50,79.95,5.75
01/12/23,03:51,2023-01-12 03:51:00,50,74.1,4.6
01/12/23,04:51,2023-01-12 04:51:00,51.08,71.19,6.91
01/12/23,05:51,2023-01-12 05:51:00,51.08,71.19,6.91
01/12/23,06:51,2023-01-12 06:51:00,51.08,71.19,9.21
01/12/23,07:51,2023-01-12 07:51:00,53.06,66.19,8.06
01/12/23,08:51,2023-01-12 08:51:00,57.02,59.33,10.36
01/12/23,09:51,2023-01-12 09:51:00,60.98,49.76,17.26
01/12/23,10:51,2023-01-12 10:51:00,64.04,46.25,16.11
01/12/23,11:51,2023-01-12 11:51:00,66.02,43.18,14.96
